,,LsvmCg2Mce,LsvmCg3Mce,LsvmCpostMce,LsvmFwisMce,LsvmLfreqMce,LsvmMwfwMce,LsvmNrtMce,LsvmPosMce,LsvmPosg2Mce,LsvmPosg3Mce,LsvmPrepMce,LsvmScg2Mce,LsvmScg3Mce,LsvmSufMce,LsvmViwMce,LsvmWg2Mce,LsvmWsMce,MpCg2Mce,MpCg3Mce,MpCpostMce,MpFwisMce,MpLfreqMce,MpMwfwMce,MpNrtMce,MpPosMce,MpPosg2Mce,MpPosg3Mce,MpPrepMce,MpScg2Mce,MpScg3Mce,MpSufMce,MpViwMce,MpWg2Mce,MpWsMce,NndcosdCg2Mce,NndcosdCg3Mce,NndcosdCpostMce,NndcosdFwisMce,NndcosdLfreqMce,NndcosdMwfwMce,NndcosdNrtMce,NndcosdPosMce,NndcosdPosg2Mce,NndcosdPosg3Mce,NndcosdPrepMce,NndcosdScg2Mce,NndcosdScg3Mce,NndcosdSufMce,NndcosdViwMce,NndcosdWg2Mce,NndcosdWsMce,SmoCg2Mce,SmoCg3Mce,SmoCpostMce,SmoFwisMce,SmoLfreqMce,SmoMwfwMce,SmoNrtMce,SmoPosMce,SmoPosg2Mce,SmoPosg3Mce,SmoPrepMce,SmoScg2Mce,SmoScg3Mce,SmoSufMce,SmoViwMce,SmoWg2Mce,SmoWsMce,,Result,Max Support,Entropy,,Adams,Benezet,Burgh,Burke,Cartwright,Cassandra,Dickinson,Francis,Franklin,Hopkins,Hopkinson,Jefferson,Lafayette,Macauley,Mackintosh,Moore,Ogilvie,Paine,Price,Priestley,Rush,Spence,Wesley,Wilkes,Witherspoon,Wollstonecraft,Woolman,
THOUGHTS UPON FEMALE EDUCATION,Rush,Rush,Rush,Rush,Jefferson,Rush,Rush,Rush,Rush,Rush,Burke,Adams,Rush,Hopkinson,Jefferson,Rush,Hopkinson,Rush,Rush,Mackintosh,Rush,Jefferson,Rush,Rush,Rush,Rush,Rush,Price,Priestley,Rush,Rush,Hopkinson,Rush,Hopkinson,Rush,Rush,Ogilvie,Rush,Jefferson,Rush,Rush,Rush,Rush,Rush,Priestley,Rush,Rush,Ogilvie,Burke,Rush,Price,Rush,Rush,Hopkinson,Hopkinson,Franklin,Rush,Rush,Rush,Hopkinson,Rush,Burke,Priestley,Hopkinson,Hopkinson,Hopkinson,Rush,Wilkes,Rush,,Rush,0.854363,0.795754,,0,0,0,0,0,0,0,0,0,0,0.0890007,0,0,0,0.0297398,0,0,0,0.026897,0,0.854363,0,0,0,0,0,0,
Thoughts upon the Amusements and Punishments which are Proper for Schools,Rush,Burgh,Burgh,Witherspoon,Rush,Rush,Burke,Rush,Rush,Rush,Rush,Adams,Rush,Rush,Jefferson,Rush,Rush,Rush,Rush,Burgh,Wesley,Franklin,Rush,Rush,Rush,Jefferson,Rush,Benezet,Rush,Rush,Burgh,Jefferson,Rush,Rush,Rush,Burke,Ogilvie,Burgh,Rush,Rush,Burke,Burke,Rush,Rush,Priestley,Adams,Burgh,Rush,Burgh,Rush,Priestley,Burke,Rush,Burgh,Witherspoon,Franklin,Rush,Rush,Rush,Witherspoon,Rush,Priestley,Benezet,Rush,Rush,Jefferson,Rush,Priestley,Rush,,Rush,0.73431,1.3357,,0,0.026897,0.146949,0.0279904,0,0,0,0,0,0,0,0.0323639,0,0,0,0,0,0,0,0,0.73431,0,0,0,0.0314892,0,0,
Answer to questions on Rights of Man,Spence,Spence,Spence,Cartwright,Wollstonecraft,Spence,Spence,Spence,Cartwright,Benezet,Cartwright,Spence,Spence,Spence,Spence,Cartwright,Franklin,Spence,Spence,Spence,Hopkinson,Wollstonecraft,Spence,Spence,Spence,Witherspoon,Spence,Cartwright,Spence,Spence,Spence,Hopkinson,Spence,Franklin,Spence,Cassandra,Spence,Spence,Wollstonecraft,Cartwright,Spence,Cartwright,Cartwright,Priestley,Cartwright,Franklin,Moore,Spence,Hopkins,Witherspoon,Ogilvie,Cartwright,Spence,Spence,Hopkinson,Wollstonecraft,Spence,Spence,Spence,Cartwright,Spence,Cartwright,Spence,Spence,Spence,Spence,Spence,Franklin,Spence,,Spence,0.76077,1.27692,,0,0.0328012,0,0,0.116991,0,0,0,0,0,0,0,0,0,0,0.0273344,0,0,0,0.0297398,0,0.76077,0,0,0.0323639,0,0,
Case against Thomas Spence,Spence,Macauley,Macauley,Wilkes,Macauley,Burgh,Burgh,Burgh,Franklin,Moore,Hopkinson,Price,Macauley,Macauley,Moore,Burgh,Burgh,Burgh,Wilkes,Macauley,Cassandra,Benezet,Burgh,Macauley,Jefferson,Burke,Moore,Hopkinson,Wollstonecraft,Macauley,Lafayette,Moore,Adams,Benezet,Macauley,Macauley,Macauley,Wilkes,Macauley,Burgh,Burgh,Burgh,Franklin,Moore,Priestley,Price,Wilkes,Macauley,Moore,Burgh,Ogilvie,Burgh,Macauley,Burke,Wilkes,Macauley,Moore,Burgh,Hopkinson,Burke,Moore,Hopkinson,Price,Hopkinson,Wilkes,Witherspoon,Wilkes,Wilkes,Hopkinson,,Macauley,0.265034,2.96359,,0.0306145,0,0.169692,0.0638531,0,0,0,0,0.0586049,0,0.0824404,0.0286464,0.0312705,0.265034,0,0.157446,0,0,0,0,0,0,0,0.112399,0,0,0,
End of Oppression,Spence,Franklin,Franklin,Spence,Priestley,Cartwright,Cartwright,Cartwright,Franklin,Franklin,Franklin,Paine,Moore,Franklin,Priestley,Moore,Adams,Cartwright,Hopkinson,Franklin,Spence,Wesley,Spence,Spence,Spence,Franklin,Franklin,Witherspoon,Spence,Spence,Franklin,Priestley,Moore,Adams,Spence,Moore,Moore,Spence,Cassandra,Cartwright,Cartwright,Cartwright,Franklin,Franklin,Burke,Paine,Moore,Franklin,Spence,Moore,Mackintosh,Cartwright,Hopkinson,Franklin,Hopkinson,Priestley,Spence,Spence,Cartwright,Spence,Franklin,Witherspoon,Burke,Hopkinson,Franklin,Priestley,Spence,Adams,Spence,,Franklin,0.397988,2.12946,,0,0,0,0,0.138859,0,0,0,0.397988,0,0.0575115,0,0,0,0,0.0885633,0,0,0,0,0,0.290182,0,0,0.026897,0,0,
Rights of Infants 1796,Spence,Wesley,Spence,Priestley,Hopkins,Cassandra,Cassandra,Cassandra,Spence,Hopkins,Cassandra,Spence,Spence,Cassandra,Benezet,Cassandra,Franklin,Cassandra,Spence,Spence,Spence,Hopkins,Franklin,Spence,Franklin,Spence,Spence,Franklin,Paine,Spence,Spence,Spence,Cassandra,Moore,Franklin,Cassandra,Spence,Hopkinson,Hopkinson,Paine,Cartwright,Paine,Price,Priestley,Priestley,Cartwright,Spence,Paine,Franklin,Franklin,Jefferson,Paine,Hopkinson,Moore,Spence,Cartwright,Hopkinson,Cartwright,Hopkinson,Spence,Spence,Spence,Spence,Spence,Spence,Franklin,Franklin,Jefferson,Hopkinson,,Spence,0.427509,2.46542,,0,0,0,0,0.0299585,0.171878,0,0,0.140608,0.0328012,0.111087,0,0,0,0,0,0,0,0.0271157,0.0297398,0,0.427509,0.0293024,0,0,0,0,
Rights of Man 1775,Spence,Franklin,Franklin,Priestley,Burgh,Franklin,Wesley,Franklin,Priestley,Adams,Adams,Hopkins,Franklin,Franklin,Franklin,Adams,Burke,Hopkins,Spence,Franklin,Spence,Franklin,Burke,Wesley,Wesley,Witherspoon,Spence,Adams,Burgh,Spence,Spence,Wesley,Adams,Wollstonecraft,Spence,Spence,Spence,Witherspoon,Hopkins,Hopkins,Spence,Witherspoon,Priestley,Adams,Adams,Hopkins,Wesley,Spence,Franklin,Adams,Franklin,Hopkins,Franklin,Franklin,Price,Witherspoon,Cartwright,Wesley,Franklin,Price,Spence,Adams,Hopkins,Franklin,Franklin,Franklin,Adams,Adams,Adams,,Franklin,0.28712,2.80271,,0.176033,0,0,0.0282091,0.027553,0,0,0,0.28712,0.0282091,0,0,0,0,0,0,0,0,0.0314892,0.0586049,0,0.18653,0.143888,0,0.0323639,0,0,
THE MERIDIAN SUN OF LIBERTY,Spence,Wesley,Cartwright,Franklin,Cassandra,Burke,Cartwright,Wesley,Wesley,Wesley,Hopkins,Cartwright,Wesley,Cartwright,Franklin,Wesley,Woolman,Wesley,Hopkins,Cartwright,Franklin,Hopkins,Cartwright,Priestley,Burke,Wesley,Spence,Moore,Spence,Cartwright,Cartwright,Cartwright,Hopkins,Burke,Hopkins,Burke,Burke,Franklin,Hopkins,Burgh,Franklin,Hopkins,Wesley,Priestley,Price,Spence,Wesley,Cartwright,Spence,Hopkins,Burke,Hopkins,Spence,Cartwright,Burke,Hopkins,Cartwright,Burke,Priestley,Cassandra,Price,Rush,Spence,Spence,Cartwright,Priestley,Hopkins,Burke,Cartwright,,Cartwright,0.289088,2.70966,,0,0,0,0.0863766,0.289088,0.0314892,0,0,0,0.116991,0,0,0,0,0,0.026897,0,0,0.0332386,0.0870326,0,0.0621037,0.266783,0,0,0,0,
Character of the Merhodist,Wesley,Wesley,Wesley,Burke,Wesley,Wesley,Wesley,Wesley,Cassandra,Wesley,Wesley,Burke,Wesley,Paine,Wesley,Wesley,Moore,Wesley,Wesley,Burgh,Wesley,Wesley,Wesley,Adams,Wesley,Paine,Wesley,Wesley,Woolman,Wesley,Paine,Wesley,Wesley,Paine,Wesley,Wesley,Wesley,Rush,Wesley,Wesley,Wesley,Wesley,Cassandra,Wesley,Burke,Priestley,Wesley,Wesley,Wesley,Wesley,Wesley,Wesley,Wesley,Wesley,Burke,Cassandra,Wesley,Wesley,Wesley,Paine,Wesley,Moore,Burke,Wesley,Wesley,Wesley,Wesley,Cartwright,Wesley,,Wesley,0.756834,1.2213,,0.0299585,0,0.0297398,0,0,0.0586049,0,0,0,0,0,0,0,0,0,0,0,0.124863,0,0,0,0,0.756834,0,0,0,0,
Letters,Wesley,Francis,Paine,Burke,Cassandra,Francis,Francis,Francis,Francis,Francis,Burke,Hopkinson,Hopkinson,Price,Witherspoon,Cassandra,Witherspoon,Francis,Francis,Francis,Burke,Cassandra,Francis,Francis,Francis,Burke,Burke,Burke,Witherspoon,Hopkinson,Francis,Francis,Francis,Witherspoon,Spence,Francis,Price,Burke,Cassandra,Francis,Francis,Francis,Francis,Francis,Jefferson,Paine,Francis,Francis,Francis,Francis,Benezet,Francis,Burke,Francis,Wesley,Hopkinson,Francis,Burke,Burke,Wesley,Francis,Burke,Burke,Hopkinson,Francis,Paine,Paine,Witherspoon,Francis,,Francis,0.614039,1.8114,,0,0,0,0.178657,0,0,0,0.614039,0,0,0.0599169,0,0,0,0,0,0,0.0570741,0.0297398,0,0,0.0290838,0.0314892,0,0,0,0,
Sermons,Wesley,Priestley,Wesley,Wesley,Wesley,Wesley,Wesley,Wesley,Paine,Wesley,Macauley,Hopkinson,Priestley,Wesley,Paine,Wesley,Wesley,Wesley,Benezet,Wesley,Paine,Cartwright,Wesley,Wesley,Priestley,Wesley,Wesley,Paine,Wesley,Benezet,Wesley,Paine,Wesley,Wesley,Priestley,Priestley,Witherspoon,Wesley,Wesley,Wesley,Witherspoon,Wesley,Paine,Paine,Paine,Priestley,Priestley,Wesley,Burgh,Wesley,Wesley,Wesley,Wesley,Wesley,Wesley,Priestley,Wesley,Adams,Wesley,Wesley,Wesley,Macauley,Wesley,Wesley,Wesley,Paine,Wesley,Wesley,Wesley,,Wesley,0.650995,1.55837,,0.0299585,0.0588235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.115242,0,0.144981,0,0,0.650995,0,0,0,0,
Thoughts upon Slavery,Wesley,Franklin,Franklin,Spence,Spence,Paine,Franklin,Franklin,Spence,Franklin,Cartwright,Franklin,Franklin,Franklin,Spence,Wesley,Wollstonecraft,Franklin,Hopkins,Franklin,Rush,Priestley,Franklin,Franklin,Franklin,Franklin,Wesley,Jefferson,Priestley,Hopkins,Benezet,Spence,Wesley,Wollstonecraft,Franklin,Franklin,Franklin,Cartwright,Spence,Paine,Franklin,Franklin,Paine,Franklin,Jefferson,Burke,Priestley,Franklin,Franklin,Paine,Wollstonecraft,Franklin,Franklin,Franklin,Wesley,Cartwright,Franklin,Franklin,Franklin,Wesley,Wesley,Cartwright,Price,Franklin,Franklin,Spence,Wesley,Wollstonecraft,Franklin,,Franklin,0.612071,1.91909,,0,0.0312705,0,0,0,0,0,0,0.612071,0.0588235,0,0.026897,0,0,0,0,0,0.0548874,0,0.0273344,0,0.0314892,0.157227,0,0,0,0,
I feel myself happy to be at last brought before a court,Wilkes,Wilkes,Wilkes,Wilkes,Wilkes,Wilkes,Wilkes,Wilkes,Wilkes,Wilkes,Wilkes,Wilkes,Wilkes,Wilkes,Wilkes,Wilkes,Wilkes,Wilkes,Wilkes,Wilkes,Wilkes,Wilkes,Wilkes,Wilkes,Wilkes,Wilkes,Wilkes,Wilkes,Wilkes,Wilkes,Wilkes,Wilkes,Wilkes,Wilkes,Wilkes,Wilkes,Wilkes,Spence,Wilkes,Wilkes,Wilkes,Wilkes,Wilkes,Wilkes,Burke,Wilkes,Wilkes,Wilkes,Macauley,Wilkes,Wilkes,Wilkes,Burke,Burke,Burke,Burke,Wilkes,Wilkes,Wilkes,Wilkes,Burke,Hopkinson,Wilkes,Burke,Wilkes,Witherspoon,Wilkes,Wilkes,Wilkes,,Wilkes,0.938771,0.332304,,0,0,0,0.061229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.938771,0,0,0,
Letter to Worthy Electors,Wilkes,Wilkes,Wilkes,Mackintosh,Wilkes,Wilkes,Wilkes,Wilkes,Wilkes,Wilkes,Wilkes,Wilkes,Wilkes,Wilkes,Wilkes,Wilkes,Wilkes,Wilkes,Wilkes,Wilkes,Mackintosh,Wilkes,Wilkes,Wilkes,Wilkes,Wilkes,Wilkes,Wilkes,Wilkes,Wilkes,Wilkes,Wilkes,Wilkes,Wilkes,Wilkes,Wilkes,Wilkes,Paine,Wilkes,Wilkes,Wilkes,Wilkes,Wilkes,Wilkes,Wilkes,Wilkes,Wilkes,Wilkes,Wilkes,Wilkes,Wilkes,Wilkes,Hopkinson,Wilkes,Burke,Wollstonecraft,Wilkes,Wilkes,Wilkes,Wilkes,Burke,Hopkinson,Wilkes,Burke,Wilkes,Wilkes,Wilkes,Wilkes,Wilkes,,Wilkes,0.938771,0.393208,,0,0,0,0.0332386,0,0,0,0,0,0,0.0279904,0,0,0,0,0,0,0,0,0,0,0,0,0.938771,0,0,0,
Letters to Junius,Wilkes,Hopkinson,Francis,Wilkes,Lafayette,Wilkes,Wilkes,Wilkes,Francis,Paine,Francis,Dickinson,Hopkinson,Francis,Francis,Wilkes,Hopkinson,Wilkes,Jefferson,Francis,Wilkes,Wilkes,Lafayette,Paine,Lafayette,Francis,Francis,Paine,Franklin,Witherspoon,Cassandra,Hopkinson,Hopkinson,Hopkinson,Lafayette,Paine,Francis,Wollstonecraft,Wilkes,Wilkes,Wilkes,Wilkes,Francis,Paine,Jefferson,Francis,Paine,Francis,Burke,Lafayette,Burke,Wilkes,Burke,Burke,Franklin,Burke,Burke,Paine,Burke,Francis,Francis,Francis,Hopkinson,Hopkinson,Burke,Hopkinson,Hopkinson,Hopkinson,Burke,,Francis,0.278592,2.82811,,0,0,0,0.138859,0,0.0312705,0,0.278592,0,0,0.118303,0.0295211,0.0859392,0,0,0,0,0.176689,0,0,0,0,0,0.111524,0.0293024,0,0,
OBSERVATIONS ON THE PAPERS RELATIVE TO THE,Wilkes,Wilkes,Wilkes,Spence,Franklin,Jefferson,Wilkes,Burke,Francis,Franklin,Franklin,Wilkes,Cassandra,Wilkes,Wilkes,Jefferson,Wilkes,Burke,Francis,Wilkes,Wilkes,Francis,Benezet,Witherspoon,Benezet,Franklin,Franklin,Jefferson,Dickinson,Macauley,Wilkes,Wilkes,Franklin,Wilkes,Burke,Jefferson,Wilkes,Spence,Jefferson,Wilkes,Wilkes,Paine,Franklin,Franklin,Franklin,Wilkes,Jefferson,Francis,Wilkes,Priestley,Wilkes,Paine,Wilkes,Burke,Franklin,Franklin,Burke,Burke,Burke,Burke,Franklin,Franklin,Burke,Cassandra,Burke,Moore,Wilkes,Wilkes,Burke,,Burke,0.257162,2.70621,,0,0.0568555,0,0.257162,0,0.0306145,0,0.0610103,0.219987,0,0,0.0820031,0,0.0293024,0,0,0,0,0,0,0,0,0,0.233107,0.0299585,0,0,
TO THE Earl of BUTE,Wilkes,Burke,Wilkes,Cartwright,Paine,Burgh,Burke,Burgh,Burke,Wilkes,Wilkes,Ogilvie,Hopkinson,Wilkes,Wilkes,Burke,Burke,Burgh,Wilkes,Wilkes,Hopkinson,Burke,Mackintosh,Wilkes,Mackintosh,Burke,Wilkes,Wilkes,Burke,Mackintosh,Wilkes,Hopkinson,Mackintosh,Wilkes,Wilkes,Wilkes,Wilkes,Cartwright,Paine,Burgh,Burgh,Burgh,Wilkes,Wilkes,Wilkes,Ogilvie,Wilkes,Wilkes,Wilkes,Cassandra,Wilkes,Burgh,Burke,Burke,Hopkinson,Burke,Burke,Burke,Burke,Burke,Burke,Burke,Burke,Jefferson,Burke,Wilkes,Burke,Burke,Burke,,Wilkes,0.386617,1.87533,,0,0,0.0835338,0.382462,0,0,0,0,0,0,0.0306145,0,0,0,0.116772,0,0,0,0,0,0,0,0,0.386617,0,0,0,
ARISTIDES,Witherspoon,Witherspoon,Burke,Price,Priestley,Witherspoon,Witherspoon,Witherspoon,Witherspoon,Witherspoon,Witherspoon,Witherspoon,Witherspoon,Paine,Cassandra,Witherspoon,Francis,Witherspoon,Witherspoon,Burke,Price,Priestley,Witherspoon,Witherspoon,Witherspoon,Witherspoon,Witherspoon,Jefferson,Burgh,Burke,Burke,Cassandra,Witherspoon,Francis,Paine,Burke,Burke,Price,Priestley,Witherspoon,Paine,Witherspoon,Witherspoon,Witherspoon,Burgh,Witherspoon,Price,Paine,Paine,Franklin,Wesley,Witherspoon,Burke,Burke,Hopkinson,Priestley,Witherspoon,Witherspoon,Paine,Witherspoon,Witherspoon,Witherspoon,Moore,Burke,Burke,Paine,Witherspoon,Francis,Paine,,Witherspoon,0.656024,1.47946,,0,0,0,0.175377,0,0,0,0,0,0,0,0.026897,0,0,0,0,0,0.114367,0.0273344,0,0,0,0,0,0.656024,0,0,
Memorial and Manifesto of the UNITED STATES OF NORTH,Witherspoon,Cartwright,Benezet,Price,Price,Benezet,Benezet,Benezet,Burke,Burke,Jefferson,Franklin,Franklin,Burke,Jefferson,Cartwright,Franklin,Benezet,Burke,Burke,Hopkins,Adams,Franklin,Cartwright,Jefferson,Hopkins,Witherspoon,Price,Burke,Franklin,Burke,Macauley,Cartwright,Benezet,Franklin,Price,Benezet,Burke,Mackintosh,Franklin,Benezet,Franklin,Jefferson,Burke,Paine,Cartwright,Price,Benezet,Ogilvie,Cartwright,Jefferson,Franklin,Burke,Burke,Hopkinson,Paine,Burke,Franklin,Franklin,Hopkinson,Witherspoon,Burke,Hopkinson,Franklin,Burke,Macauley,Cartwright,Franklin,Franklin,,Burke,0.297616,2.78829,,0,0.140827,0,0.297616,0.117647,0,0,0,0.202712,0.0323639,0.0314892,0.0557621,0,0,0,0,0,0,0.0542314,0,0,0,0,0,0.0673518,0,0,
OBSERVATIONS ON THE IMPROVEMENT OF AMERICA,Witherspoon,Priestley,Priestley,Burgh,Witherspoon,Priestley,Priestley,Priestley,Witherspoon,Priestley,Cartwright,Rush,Priestley,Priestley,Adams,Priestley,Priestley,Priestley,Priestley,Witherspoon,Paine,Witherspoon,Witherspoon,Witherspoon,Witherspoon,Witherspoon,Mackintosh,Hopkinson,Benezet,Priestley,Priestley,Witherspoon,Witherspoon,Witherspoon,Witherspoon,Priestley,Priestley,Priestley,Burke,Priestley,Priestley,Priestley,Priestley,Priestley,Priestley,Priestley,Priestley,Priestley,Priestley,Priestley,Priestley,Priestley,Witherspoon,Burke,Hopkinson,Witherspoon,Priestley,Witherspoon,Priestley,Witherspoon,Witherspoon,Hopkinson,Rush,Witherspoon,Priestley,Adams,Cartwright,Witherspoon,Priestley,,Priestley,0.548436,1.45611,,0,0,0,0,0.0277717,0,0,0,0,0,0.026897,0,0,0,0.0341133,0,0,0,0,0.548436,0,0,0,0,0.362782,0,0,
ON THE AFFAIRS OF THE UNITED STATES,Witherspoon,Paine,Burke,Franklin,Burke,Lafayette,Witherspoon,Burke,Witherspoon,Witherspoon,Burke,Witherspoon,Wilkes,Wilkes,Wesley,Witherspoon,Witherspoon,Burke,Witherspoon,Witherspoon,Burgh,Burke,Witherspoon,Witherspoon,Witherspoon,Burke,Witherspoon,Burke,Witherspoon,Witherspoon,Hopkinson,Rush,Witherspoon,Witherspoon,Witherspoon,Paine,Burke,Franklin,Burke,Burke,Burke,Burke,Paine,Witherspoon,Burke,Burgh,Wilkes,Burke,Wesley,Burke,Benezet,Burke,Burke,Burke,Burgh,Burke,Witherspoon,Witherspoon,Wilkes,Burke,Burke,Witherspoon,Witherspoon,Burke,Hopkinson,Paine,Witherspoon,Witherspoon,Wilkes,,Witherspoon,0.476492,2.02205,,0,0,0,0.237044,0,0,0,0,0,0,0.0590422,0,0.0277717,0,0,0,0,0.0564181,0,0,0,0,0,0.143232,0.476492,0,0,
ON THE CONVENTION WITH GENERAL BURGOYNE,Witherspoon,Paine,Witherspoon,Witherspoon,Burke,Dickinson,Dickinson,Dickinson,Witherspoon,Priestley,Macauley,Benezet,Paine,Burke,Burke,Dickinson,Cartwright,Dickinson,Wilkes,Witherspoon,Hopkins,Burke,Witherspoon,Witherspoon,Witherspoon,Witherspoon,Burke,Burke,Burke,Paine,Cartwright,Jefferson,Jefferson,Cartwright,Witherspoon,Paine,Priestley,Hopkins,Burke,Witherspoon,Witherspoon,Witherspoon,Witherspoon,Witherspoon,Price,Witherspoon,Paine,Burke,Burke,Witherspoon,Benezet,Witherspoon,Burke,Burke,Hopkinson,Burke,Dickinson,Dickinson,Witherspoon,Witherspoon,Burke,Burke,Burke,Witherspoon,Burke,Jefferson,Witherspoon,Cartwright,Witherspoon,,Witherspoon,0.410453,2.38934,,0,0,0,0.179751,0.0312705,0,0.169036,0,0,0,0,0.0306145,0,0,0,0,0,0.116554,0,0.0328012,0,0,0,0.0295211,0.410453,0,0,
ON THE PROPOSED MARKET IN GENERAL WASHINGTON,Witherspoon,Paine,Witherspoon,Witherspoon,Cassandra,Wesley,Wesley,Wesley,Priestley,Priestley,Priestley,Hopkinson,Burke,Wesley,Burgh,Witherspoon,Wollstonecraft,Wesley,Burke,Spence,Burke,Adams,Wesley,Franklin,Jefferson,Priestley,Paine,Priestley,Burke,Burke,Wesley,Paine,Jefferson,Paine,Jefferson,Burke,Spence,Witherspoon,Franklin,Witherspoon,Witherspoon,Witherspoon,Paine,Priestley,Priestley,Franklin,Burke,Witherspoon,Burgh,Witherspoon,Wollstonecraft,Witherspoon,Burke,Spence,Burke,Adams,Wesley,Franklin,Burgh,Priestley,Priestley,Priestley,Burke,Burke,Wesley,Adams,Wesley,Wollstonecraft,Burke,,Wesley,0.28384,2.74097,,0,0,0.0273344,0.172972,0,0,0,0,0.0599169,0,0,0.0883446,0,0,0,0,0,0.0905314,0,0.218019,0,0.0297398,0.28384,0,0.0293024,0,0,
On CONDUCTING THE AMERICAN CONTROVERSY,Witherspoon,Cartwright,Burke,Witherspoon,Wilkes,Witherspoon,Priestley,Priestley,Burke,Witherspoon,Dickinson,Burke,Witherspoon,Burke,Priestley,Witherspoon,Witherspoon,Priestley,Burke,Burke,Burke,Jefferson,Witherspoon,Cartwright,Cartwright,Witherspoon,Witherspoon,Dickinson,Paine,Priestley,Burke,Priestley,Rush,Cartwright,Benezet,Burke,Dickinson,Witherspoon,Wilkes,Priestley,Priestley,Priestley,Burke,Witherspoon,Burgh,Burke,Cartwright,Burke,Priestley,Priestley,Witherspoon,Priestley,Witherspoon,Burke,Burke,Macauley,Witherspoon,Burke,Cartwright,Witherspoon,Witherspoon,Witherspoon,Cartwright,Burke,Burke,Priestley,Burke,Cartwright,Burke,,Witherspoon,0.335885,2.25401,,0,0.0290838,0,0.321889,0.142576,0,0.026897,0,0,0,0,0,0,0,0,0,0,0,0,0.113055,0.0306145,0,0,0,0.335885,0,0,
REFLECTIONS,Witherspoon,Paine,Hopkinson,Rush,Burke,Hopkinson,Adams,Benezet,Franklin,Mackintosh,Paine,Adams,Hopkinson,Benezet,Hopkinson,Hopkinson,Priestley,Hopkinson,Witherspoon,Witherspoon,Rush,Hopkinson,Hopkinson,Wesley,Hopkinson,Wesley,Witherspoon,Wesley,Priestley,Witherspoon,Witherspoon,Hopkinson,Rush,Priestley,Hopkinson,Paine,Paine,Jefferson,Wollstonecraft,Paine,Paine,Paine,Franklin,Mackintosh,Paine,Adams,Paine,Paine,Moore,Witherspoon,Priestley,Paine,Paine,Hopkinson,Burke,Hopkinson,Hopkinson,Hopkinson,Burke,Franklin,Witherspoon,Paine,Priestley,Burke,Hopkinson,Hopkinson,Hopkinson,Priestley,Hopkinson,,Hopkinson,0.343101,2.83423,,0.0279904,0.0572928,0,0.0273344,0,0,0,0,0.090094,0,0.343101,0,0,0,0.062541,0,0,0.0846272,0,0,0.0306145,0,0.0892193,0,0.187186,0,0,
THOUGHTS ON AMERICAN LIBERTY,Witherspoon,Cartwright,Witherspoon,Priestley,Burke,Witherspoon,Franklin,Franklin,Spence,Witherspoon,Priestley,Hopkins,Cartwright,Witherspoon,Cassandra,Witherspoon,Cartwright,Witherspoon,Cartwright,Witherspoon,Jefferson,Macauley,Witherspoon,Witherspoon,Franklin,Witherspoon,Witherspoon,Witherspoon,Wesley,Witherspoon,Witherspoon,Burgh,Witherspoon,Priestley,Woolman,Price,Cartwright,Priestley,Burke,Franklin,Franklin,Franklin,Franklin,Witherspoon,Priestley,Burke,Price,Dickinson,Priestley,Witherspoon,Priestley,Franklin,Cartwright,Witherspoon,Wesley,Burke,Franklin,Franklin,Cartwright,Witherspoon,Witherspoon,Witherspoon,Benezet,Cartwright,Franklin,Franklin,Cartwright,Priestley,Cartwright,,Witherspoon,0.514761,1.86702,,0,0,0,0,0.200743,0,0,0,0.196589,0,0,0,0,0,0,0,0,0,0.0273344,0,0,0.0314892,0,0,0.514761,0,0.0290838,
Vindication Rights Women 1,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Hopkinson,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,Wollstonecraft,,Wollstonecraft,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
